No.,Time,Source,Destination,Protocol,Length,Info,,
3935,296.2843822,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=633/30978, ttl=113 (request in 3934)",,
3936,297.2606894,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=634/31234, ttl=128 (reply in 3937)",,
3937,297.2959936,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=634/31234, ttl=113 (request in 3936)",,
3938,298.2734644,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=635/31490, ttl=128 (reply in 3939)",,
3939,298.3113196,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=635/31490, ttl=113 (request in 3938)",,
3968,299.2848713,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=636/31746, ttl=128 (reply in 3969)",,
3969,299.3219673,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=636/31746, ttl=113 (request in 3968)",,
3971,300.3001068,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=637/32002, ttl=128 (reply in 3972)",,
3972,300.3333894,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=637/32002, ttl=113 (request in 3971)",,
3976,301.308048,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=638/32258, ttl=128 (reply in 3977)",,
3977,301.3411546,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=638/32258, ttl=113 (request in 3976)",,
3979,302.3183727,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=639/32514, ttl=128 (reply in 3980)",,
3980,302.3634687,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=639/32514, ttl=113 (request in 3979)",,
3981,303.3274959,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=640/32770, ttl=128 (reply in 3982)",,
3982,303.360593,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=640/32770, ttl=113 (request in 3981)",,
3983,304.3442792,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=641/33026, ttl=128 (reply in 3984)",,
3984,304.3779033,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=641/33026, ttl=113 (request in 3983)",,
3985,305.3540112,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=642/33282, ttl=128 (reply in 3986)",,
3986,305.3947864,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=642/33282, ttl=113 (request in 3985)",,
3987,306.3713297,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=643/33538, ttl=128 (reply in 3988)",,
3988,306.4058204,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=643/33538, ttl=113 (request in 3987)",,
3989,307.3834903,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=644/33794, ttl=128 (reply in 3990)",,
3990,307.4158385,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=644/33794, ttl=113 (request in 3989)",,
3991,308.3982262,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=645/34050, ttl=128 (reply in 3992)",,
3992,308.4313044,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=645/34050, ttl=113 (request in 3991)",,
3993,309.4100926,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=646/34306, ttl=128 (reply in 3994)",,
3994,309.4453803,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=646/34306, ttl=113 (request in 3993)",,
3995,310.4202467,192.168.2.137,216.239.38.120,ICMP,74,"Echo (ping) request  id=0x0001, seq=647/34562, ttl=128 (reply in 3996)",,
3996,310.4543648,216.239.38.120,192.168.2.137,ICMP,74,"Echo (ping) reply    id=0x0001, seq=647/34562, ttl=113 (request in 3995)",,
